timestamp, data1
"2024-11-29 15:25:42.352",0.000
"2024-11-29 15:25:42.593",0.000
"2024-11-29 15:25:42.848",0.000
"2024-11-29 15:25:43.103",0.000
"2024-11-29 15:25:43.344",0.000
"2024-11-29 15:25:43.594",0.000
"2024-11-29 15:25:43.845",0.000
"2024-11-29 15:25:44.096",0.000
"2024-11-29 15:25:44.349",0.000
"2024-11-29 15:25:44.603",0.000
"2024-11-29 15:25:44.852",0.000
"2024-11-29 15:25:45.098",0.000
"2024-11-29 15:25:45.347",0.000
"2024-11-29 15:25:45.597",0.000
"2024-11-29 15:25:45.848",0.000
"2024-11-29 15:25:46.098",0.000
"2024-11-29 15:25:46.347",0.000
"2024-11-29 15:25:46.605",0.000
"2024-11-29 15:25:46.850",0.000
"2024-11-29 15:25:47.103",0.000
"2024-11-29 15:25:47.354",0.000
"2024-11-29 15:25:47.603",0.000
"2024-11-29 15:25:47.857",0.000
"2024-11-29 15:25:48.104",0.000
"2024-11-29 15:25:48.352",0.000
"2024-11-29 15:25:48.607",0.000
"2024-11-29 15:25:48.856",0.000
"2024-11-29 15:25:49.104",0.000
