timestamp, data1
"2024-11-29 15:30:44.277",0.000
"2024-11-29 15:30:44.530",0.000
"2024-11-29 15:30:44.780",0.000
"2024-11-29 15:30:45.036",0.000
"2024-11-29 15:30:45.282",0.000
"2024-11-29 15:30:45.537",0.000
"2024-11-29 15:30:45.782",0.000
"2024-11-29 15:30:46.028",0.000
"2024-11-29 15:30:46.284",0.000
"2024-11-29 15:30:46.529",0.000
"2024-11-29 15:30:46.778",0.000
"2024-11-29 15:30:47.029",0.000
"2024-11-29 15:30:47.279",0.000
"2024-11-29 15:30:47.535",0.000
"2024-11-29 15:30:47.780",0.000
"2024-11-29 15:30:48.035",0.000
"2024-11-29 15:30:48.287",0.000
"2024-11-29 15:30:48.539",0.000
"2024-11-29 15:30:48.788",0.000
"2024-11-29 15:30:49.040",0.000
"2024-11-29 15:30:49.298",0.000
"2024-11-29 15:30:49.543",0.000
"2024-11-29 15:30:49.793",0.000
"2024-11-29 15:30:50.041",0.000
"2024-11-29 15:30:50.294",0.000
"2024-11-29 15:30:50.545",0.000
"2024-11-29 15:30:50.793",0.000
"2024-11-29 15:30:51.047",0.000
"2024-11-29 15:30:51.293",0.000
"2024-11-29 15:30:51.544",0.000
"2024-11-29 15:30:51.793",0.000
"2024-11-29 15:30:52.045",0.000
"2024-11-29 15:30:52.295",0.000
"2024-11-29 15:30:52.547",0.000
"2024-11-29 15:30:52.796",0.000
"2024-11-29 15:30:53.049",0.000
"2024-11-29 15:30:53.301",0.000
"2024-11-29 15:30:53.549",0.000
"2024-11-29 15:30:53.803",0.000
"2024-11-29 15:30:54.049",0.000
"2024-11-29 15:30:54.298",0.000
"2024-11-29 15:30:54.549",0.000
"2024-11-29 15:30:54.801",0.000
"2024-11-29 15:30:55.050",0.000
"2024-11-29 15:30:55.299",0.000
"2024-11-29 15:30:55.556",0.000
"2024-11-29 15:30:55.807",0.000
"2024-11-29 15:30:56.053",0.000
"2024-11-29 15:30:56.305",0.000
"2024-11-29 15:30:56.558",0.000
"2024-11-29 15:30:56.803",0.000
"2024-11-29 15:30:57.055",0.000
"2024-11-29 15:30:57.307",0.000
"2024-11-29 15:30:57.561",0.000
"2024-11-29 15:30:57.810",0.000
"2024-11-29 15:30:58.061",0.000
"2024-11-29 15:30:58.314",0.000
"2024-11-29 15:30:58.558",0.000
"2024-11-29 15:30:58.812",0.000
"2024-11-29 15:30:59.064",0.000
"2024-11-29 15:30:59.315",0.000
"2024-11-29 15:30:59.563",0.000
"2024-11-29 15:30:59.813",0.000
"2024-11-29 15:31:00.065",0.000
"2024-11-29 15:31:00.310",0.000
"2024-11-29 15:31:00.571",0.000
"2024-11-29 15:31:00.814",0.000
"2024-11-29 15:31:01.062",0.000
"2024-11-29 15:31:01.320",0.000
"2024-11-29 15:31:01.572",0.000
"2024-11-29 15:31:01.822",0.000
"2024-11-29 15:31:02.065",0.000
"2024-11-29 15:31:02.319",0.000
"2024-11-29 15:31:02.570",0.000
"2024-11-29 15:31:02.825",0.000
"2024-11-29 15:31:03.074",0.000
"2024-11-29 15:31:03.324",0.000
"2024-11-29 15:31:03.576",0.000
"2024-11-29 15:31:03.820",0.000
"2024-11-29 15:31:04.073",0.000
"2024-11-29 15:31:04.320",0.000
"2024-11-29 15:31:04.577",0.000
"2024-11-29 15:31:04.830",0.000
"2024-11-29 15:31:05.076",0.000
"2024-11-29 15:31:05.320",0.000
"2024-11-29 15:31:05.578",0.000
"2024-11-29 15:31:05.830",0.000
"2024-11-29 15:31:06.073",0.000
"2024-11-29 15:31:06.328",0.000
"2024-11-29 15:31:06.580",0.000
"2024-11-29 15:31:06.829",0.000
"2024-11-29 15:31:07.070",0.000
"2024-11-29 15:31:07.325",0.000
"2024-11-29 15:31:07.573",0.000
"2024-11-29 15:31:07.827",0.000
"2024-11-29 15:31:08.072",0.000
"2024-11-29 15:31:08.327",0.000
"2024-11-29 15:31:08.578",0.000
"2024-11-29 15:31:08.832",0.000
"2024-11-29 15:31:09.074",0.000
"2024-11-29 15:31:09.332",0.000
"2024-11-29 15:31:09.582",0.000
"2024-11-29 15:31:09.831",0.000
"2024-11-29 15:31:10.074",0.000
"2024-11-29 15:31:10.325",0.000
"2024-11-29 15:31:10.584",0.000
"2024-11-29 15:31:10.824",0.000
"2024-11-29 15:31:11.076",0.000
"2024-11-29 15:31:11.325",0.000
"2024-11-29 15:31:11.579",0.000
"2024-11-29 15:31:11.831",0.000
"2024-11-29 15:31:12.076",0.000
"2024-11-29 15:31:12.326",0.000
"2024-11-29 15:31:12.579",0.000
